Tangra v3.8.0.0
Measurments of 3 objects
F:\Archives 2\Astrophoto\Photométrie\Occultations\2025-07-26 (712) Boliviana occults UCAC4 471-125518\PPS\Light\2025-07-26-0158_3-PPS.ser
UntrackedMeasurement Video (SER.8), Time: Timestamp Saving During Recording (SerEmbeddedUtcTime)


Reversed Gamma, Colour, Measured Band, Integration, Digital Filter, Signal Method, Background Method, Instrumental Delay Corrections, Camera, AAV Integration, First Frame, Last Frame, Reversed Camera Response, Video File Format, Acquisition Delay (ms)
1,00,no,Red,no,NoFilter,AperturePhotometry,AverageBackground,Not Required,TimeBox,,0,2993,,SER,0,0

Object, Type, Aperture, Tolerance, FWHM, Measured, StartingX, StartingY, Fixed
1,OccultedStar,17,23,2,00,NaN,yes,483,0,25,0,no
2,ComparisonStar,17,23,,NaN,yes,486,0,353,0,no
3,ComparisonStar,17,23,,NaN,yes,493,0,737,0,no


FrameNo,Time (UT),Signal (1), Background (1),Signal (2), Background (2),Signal (3), Background (3)
1887,[01:58:34.437],697.00,578.00,687.00,687.00,680.00,556.00
1888,[01:58:34.478],689.00,525.00,689.00,687.00,685.00,578.00
1889,[01:58:34.517],671.00,528.00,672.00,675.00,696.00,578.00
1890,[01:58:34.557],677.00,578.00,687.00,692.00,682.00,578.00
1891,[01:58:34.598],677.00,536.00,680.00,694.00,689.00,567.00
1892,[01:58:34.637],695.00,522.00,678.00,678.00,674.00,578.00
1893,[01:58:34.678],695.00,578.00,675.00,694.00,692.00,578.00
1894,[01:58:34.717],686.00,533.00,675.00,678.00,693.00,578.00
1895,[01:58:34.757],706.00,533.00,681.00,687.00,691.00,578.00
1896,[01:58:34.798],676.00,578.00,682.00,680.00,668.00,569.00
1897,[01:58:34.838],675.00,534.00,684.00,690.00,691.00,578.00
1898,[01:58:34.878],675.00,510.00,686.00,685.00,705.00,565.00
1899,[01:58:34.918],695.00,578.00,673.00,681.00,686.00,570.00
1900,[01:58:34.958],689.00,578.00,664.00,698.00,678.00,578.00
1901,[01:58:34.998],686.00,664.00,1897.0,1883.0,8146.0,8073.0
1902,[01:58:35.038],45723,35272,49215,49419,48454,39975
1903,[01:58:35.078],49739,38170,49148,49203,48140,39923
1904,[01:58:35.119],28646,21888,22742,22726,16007,13304
1905,[01:58:35.159],702.00,524.00,695.00,697.00,690.00,567.00
1906,[01:58:35.199],698.00,578.00,661.00,662.00,687.00,578.00
1907,[01:58:35.239],687.00,578.00,694.00,677.00,685.00,578.00
1908,[01:58:35.279],688.00,525.00,675.00,690.00,682.00,578.00
1909,[01:58:35.319],690.00,667.00,685.00,678.00,684.00,578.00
1910,[01:58:35.359],691.00,513.00,683.00,699.00,693.00,578.00
1911,[01:58:35.399],667.00,672.00,676.00,669.00,697.00,569.00
1912,[01:58:35.440],671.00,578.00,693.00,697.00,683.00,578.00
1913,[01:58:35.480],690.00,673.00,686.00,692.00,684.00,578.00
1914,[01:58:35.520],682.00,519.00,686.00,692.00,684.00,578.00
1915,[01:58:35.560],688.00,665.00,684.00,685.00,700.00,578.00
1916,[01:58:35.600],690.00,578.00,681.00,697.00,687.00,578.00
1917,[01:58:35.640],677.00,527.00,700.00,683.00,678.00,578.00
1918,[01:58:35.680],671.00,578.00,660.00,675.00,676.00,578.00
1919,[01:58:35.720],686.00,674.00,679.00,677.00,694.00,552.00
1920,[01:58:35.760],682.00,578.00,686.00,685.00,678.00,564.00
1921,[01:58:35.801],700.00,525.00,677.00,676.00,683.00,564.00
1922,[01:58:35.840],703.00,541.00,677.00,676.00,667.00,557.00
1923,[01:58:35.881],694.00,675.00,689.00,678.00,689.00,570.00
1924,[01:58:35.921],679.00,672.00,673.00,679.00,698.00,578.00
1925,[01:58:35.961],680.00,540.00,681.00,682.00,675.00,578.00
1926,[01:58:36.001],689.00,530.00,5189.0,5307.0,11482,9302.0
1927,[01:58:36.041],49224,37831,49235,49230,48400,39879
1928,[01:58:36.081],49857,38361,49349,49212,48465,39845
1929,[01:58:36.121],26489,20297,20799,20672,13935,11713
1930,[01:58:36.161],677.00,524.00,687.00,689.00,697.00,578.00
1931,[01:58:36.201],681.00,578.00,675.00,681.00,679.00,578.00
1932,[01:58:36.242],683.00,578.00,664.00,686.00,698.00,578.00
1933,[01:58:36.282],698.00,535.00,684.00,674.00,670.00,578.00
1934,[01:58:36.322],690.00,578.00,681.00,684.00,700.00,578.00
1935,[01:58:36.362],689.00,578.00,671.00,680.00,697.00,566.00
1936,[01:58:36.402],688.00,541.00,683.00,683.00,697.00,578.00
1937,[01:58:36.443],694.00,578.00,702.00,711.00,678.00,564.00
1938,[01:58:36.482],662.00,535.00,685.00,681.00,686.00,569.00
1939,[01:58:36.522],694.00,578.00,682.00,698.00,695.00,578.00
1940,[01:58:36.562],691.00,528.00,698.00,680.00,687.00,578.00
1941,[01:58:36.603],677.00,518.00,686.00,687.00,668.00,578.00
1942,[01:58:36.643],692.00,578.00,686.00,698.00,687.00,583.00
1943,[01:58:36.683],683.00,531.00,686.00,677.00,670.00,578.00
1944,[01:58:36.723],687.00,672.00,697.00,691.00,679.00,551.00
1945,[01:58:36.763],696.00,673.00,695.00,676.00,699.00,578.00
1946,[01:58:36.803],691.00,578.00,689.00,681.00,690.00,578.00
1947,[01:58:36.843],676.00,578.00,676.00,692.00,686.00,578.00
1948,[01:58:36.884],690.00,533.00,685.00,679.00,671.00,569.00
1949,[01:58:36.923],683.00,525.00,672.00,684.00,689.00,578.00
1950,[01:58:36.964],688.00,578.00,658.00,680.00,675.00,556.00
1951,[01:58:37.004],3069.0,2453.0,8501.0,8571.0,14721,12022
1952,[01:58:37.044],49746,38230,49322,49276,48409,39856
1953,[01:58:37.084],49863,38314,49055,49168,48588,39902
1954,[01:58:37.124],23300,17814,17513,17629,10884,9001.0
1955,[01:58:37.164],691.00,578.00,673.00,678.00,689.00,578.00
1956,[01:58:37.204],680.00,578.00,678.00,685.00,684.00,578.00
1957,[01:58:37.244],681.00,578.00,681.00,687.00,684.00,578.00
1958,[01:58:37.284],696.00,578.00,679.00,671.00,682.00,578.00
1959,[01:58:37.324],695.00,667.00,673.00,677.00,692.00,564.00
1960,[01:58:37.365],680.00,519.00,678.00,677.00,689.00,578.00
1961,[01:58:37.405],684.00,534.00,680.00,691.00,686.00,543.00
1962,[01:58:37.445],697.00,578.00,679.00,675.00,677.00,564.00
1963,[01:58:37.485],682.00,527.00,702.00,684.00,681.00,578.00
1964,[01:58:37.525],700.00,578.00,687.00,690.00,691.00,578.00
1965,[01:58:37.565],671.00,549.00,699.00,693.00,685.00,563.00
1966,[01:58:37.605],680.00,672.00,673.00,689.00,691.00,578.00
1967,[01:58:37.645],685.00,578.00,676.00,673.00,683.00,571.00
1968,[01:58:37.686],679.00,532.00,700.00,673.00,685.00,578.00
1969,[01:58:37.726],669.00,541.00,699.00,683.00,704.00,578.00
1970,[01:58:37.766],689.00,578.00,687.00,677.00,695.00,552.00
1971,[01:58:37.806],688.00,664.00,682.00,693.00,693.00,578.00
1972,[01:58:37.846],679.00,520.00,685.00,686.00,682.00,578.00
1973,[01:58:37.886],687.00,670.00,677.00,677.00,689.00,564.00
1974,[01:58:37.926],693.00,532.00,678.00,681.00,690.00,578.00
1975,[01:58:37.966],669.00,530.00,693.00,688.00,701.00,578.00
1976,[01:58:38.006],6376.0,5580.0,11854,11824,17949,14706
1977,[01:58:38.046],49950,38355,49260,49173,48389,40084
1978,[01:58:38.087],49911,38295,49243,49099,48320,39847
1979,[01:58:38.127],18694,14249,12974,12941,6442.0,5399.0
1980,[01:58:38.167],682.00,525.00,690.00,688.00,690.00,578.00
1981,[01:58:38.207],692.00,578.00,687.00,690.00,690.00,576.00
1982,[01:58:38.247],681.00,519.00,679.00,679.00,697.00,578.00
1983,[01:58:38.287],702.00,578.00,691.00,697.00,680.00,578.00
1984,[01:58:38.327],683.00,529.00,684.00,693.00,685.00,568.00
1985,[01:58:38.368],675.00,673.00,691.00,683.00,701.00,572.00
1986,[01:58:38.409],684.00,531.00,695.00,682.00,679.00,562.00
1987,[01:58:38.448],696.00,525.00,690.00,676.00,687.00,556.00
1988,[01:58:38.488],685.00,533.00,695.00,670.00,681.00,578.00
1989,[01:58:38.528],686.00,578.00,684.00,688.00,685.00,564.00
1990,[01:58:38.568],684.00,578.00,688.00,689.00,687.00,562.00
1991,[01:58:38.608],693.00,578.00,687.00,688.00,683.00,578.00
1992,[01:58:38.648],701.00,528.00,693.00,681.00,682.00,558.00
1993,[01:58:38.688],693.00,522.00,674.00,681.00,699.00,567.00
1994,[01:58:38.729],689.00,578.00,669.00,684.00,692.00,578.00
1995,[01:58:38.768],692.00,578.00,687.00,683.00,698.00,578.00
1996,[01:58:38.809],682.00,532.00,700.00,686.00,693.00,560.00
1997,[01:58:38.849],671.00,578.00,678.00,677.00,685.00,559.00
1998,[01:58:38.889],676.00,533.00,682.00,683.00,687.00,568.00
1999,[01:58:38.929],697.00,530.00,694.00,679.00,678.00,577.00
2000,[01:58:38.969],684.00,523.00,671.00,689.00,682.00,578.00
2001,[01:58:39.009],9769.0,7655.0,15150,15182,21290,17513
2002,[01:58:39.049],49778,38279,49346,49218,48469,39998
2003,[01:58:39.089],49685,38172,49037,49114,48367,39856
2004,[01:58:39.130],15453,11671,9672.0,9673.0,3251.0,3380.0
2005,[01:58:39.170],695.00,513.00,676.00,693.00,667.00,578.00
2006,[01:58:39.210],692.00,578.00,685.00,685.00,688.00,569.00
2007,[01:58:39.250],691.00,578.00,692.00,691.00,684.00,564.00
2008,[01:58:39.290],685.00,578.00,690.00,702.00,683.00,587.00
2009,[01:58:39.331],683.00,578.00,692.00,694.00,691.00,578.00
2010,[01:58:39.370],693.00,538.00,683.00,700.00,697.00,562.00
2011,[01:58:39.411],689.00,673.00,687.00,689.00,694.00,547.00
2012,[01:58:39.451],668.00,578.00,686.00,683.00,697.00,562.00
2013,[01:58:39.491],698.00,578.00,670.00,685.00,694.00,578.00
2014,[01:58:39.531],665.00,578.00,693.00,685.00,692.00,578.00
2015,[01:58:39.571],698.00,578.00,670.00,686.00,683.00,578.00
2016,[01:58:39.611],688.00,673.00,701.00,689.00,690.00,578.00
2017,[01:58:39.652],682.00,534.00,671.00,683.00,679.00,581.00
2018,[01:58:39.691],681.00,667.00,681.00,677.00,687.00,578.00
2019,[01:58:39.731],691.00,578.00,687.00,691.00,686.00,578.00
2020,[01:58:39.771],681.00,578.00,681.00,683.00,707.00,578.00
2021,[01:58:39.811],692.00,578.00,667.00,682.00,690.00,541.00
2022,[01:58:39.851],694.00,578.00,686.00,694.00,699.00,557.00
2023,[01:58:39.892],669.00,535.00,679.00,705.00,681.00,565.00
2024,[01:58:39.932],692.00,517.00,692.00,683.00,698.00,575.00
2025,[01:58:39.972],686.00,578.00,686.00,695.00,691.00,572.00
2026,[01:58:40.012],13149,10186,18472,18470,24603,24471
2027,[01:58:40.052],49655,38181,49261,49130,48467,39936
2028,[01:58:40.092],49709,38271,49195,49184,46997,38576
2029,[01:58:40.132],10751,8181.0,5260.0,5138.0,684.00,578.00
2030,[01:58:40.172],692.00,578.00,683.00,703.00,675.00,562.00
2031,[01:58:40.212],689.00,532.00,695.00,677.00,706.00,569.00
2032,[01:58:40.253],672.00,578.00,678.00,686.00,679.00,578.00
2033,[01:58:40.293],663.00,521.00,679.00,688.00,691.00,578.00
2034,[01:58:40.333],686.00,534.00,682.00,679.00,680.00,569.00
2035,[01:58:40.373],679.00,526.00,685.00,681.00,685.00,578.00
2036,[01:58:40.413],684.00,538.00,683.00,688.00,671.00,569.00
2037,[01:58:40.453],680.00,578.00,690.00,685.00,683.00,578.00
2038,[01:58:40.494],678.00,578.00,689.00,666.00,688.00,557.00
2039,[01:58:40.534],694.00,526.00,684.00,680.00,687.00,578.00
2040,[01:58:40.573],687.00,578.00,687.00,681.00,675.00,578.00
2041,[01:58:40.614],689.00,522.00,697.00,673.00,684.00,578.00
2042,[01:58:40.654],688.00,522.00,673.00,693.00,683.00,578.00
2043,[01:58:40.694],694.00,668.00,691.00,672.00,682.00,578.00
2044,[01:58:40.734],672.00,541.00,681.00,686.00,697.00,578.00
2045,[01:58:40.774],686.00,523.00,682.00,690.00,677.00,578.00
2046,[01:58:40.814],697.00,664.00,669.00,688.00,688.00,578.00
2047,[01:58:40.854],677.00,578.00,685.00,679.00,685.00,565.00
2048,[01:58:40.895],690.00,512.00,680.00,683.00,677.00,578.00
2049,[01:58:40.935],689.00,578.00,679.00,684.00,678.00,574.00
2050,[01:58:40.975],692.00,533.00,689.00,687.00,696.00,564.00
2051,[01:58:41.015],16548,16589,21908,21787,27850,22818
2052,[01:58:41.055],49872,38229,49352,49395,48432,39842
2053,[01:58:41.095],49684,38269,49053,49046,44713,36932
2054,[01:58:41.135],8824.0,6595.0,3194.0,3173.0,674.00,557.00
2055,[01:58:41.175],683.00,530.00,690.00,685.00,671.00,566.00
2056,[01:58:41.215],686.00,578.00,694.00,689.00,685.00,578.00
2057,[01:58:41.255],686.00,578.00,684.00,677.00,685.00,578.00
2058,[01:58:41.296],677.00,578.00,687.00,684.00,683.00,578.00
2059,[01:58:41.336],677.00,534.00,698.00,695.00,702.00,584.00
2060,[01:58:41.376],690.00,578.00,679.00,689.00,692.00,565.00
2061,[01:58:41.416],686.00,521.00,699.00,670.00,694.00,553.00
2062,[01:58:41.456],687.00,525.00,682.00,683.00,684.00,578.00
2063,[01:58:41.496],685.00,578.00,677.00,686.00,680.00,578.00
2064,[01:58:41.536],692.00,671.00,676.00,670.00,690.00,564.00
2065,[01:58:41.576],683.00,665.00,704.00,690.00,678.00,578.00
2066,[01:58:41.617],672.00,672.00,698.00,694.00,687.00,570.00
2067,[01:58:41.656],675.00,513.00,677.00,687.00,683.00,578.00
2068,[01:58:41.697],693.00,578.00,699.00,689.00,676.00,562.00
2069,[01:58:41.737],687.00,578.00,694.00,688.00,690.00,546.00
2070,[01:58:41.777],667.00,543.00,692.00,678.00,684.00,578.00
2071,[01:58:41.817],686.00,578.00,679.00,666.00,689.00,578.00
2072,[01:58:41.857],698.00,578.00,696.00,688.00,689.00,564.00
2073,[01:58:41.897],681.00,578.00,695.00,689.00,691.00,559.00
2074,[01:58:41.937],677.00,532.00,686.00,677.00,697.00,554.00
2075,[01:58:41.978],685.00,578.00,691.00,676.00,695.00,578.00
2076,[01:58:42.018],19832,15352,25104,25041,31048,25646
2077,[01:58:42.058],49712,38213,49210,49228,48337,39917
2078,[01:58:42.098],49653,38176,47378,47225,40002,40385
2079,[01:58:42.138],4238.0,3156.0,671.00,674.00,685.00,578.00
2080,[01:58:42.178],686.00,661.00,682.00,682.00,691.00,565.00
2081,[01:58:42.218],687.00,578.00,689.00,684.00,682.00,578.00
2082,[01:58:42.258],671.00,538.00,674.00,687.00,683.00,578.00
2083,[01:58:42.298],680.00,519.00,691.00,674.00,689.00,569.00
2084,[01:58:42.338],675.00,578.00,662.00,686.00,693.00,566.00
2085,[01:58:42.379],681.00,578.00,696.00,694.00,711.00,572.00
2086,[01:58:42.419],693.00,578.00,685.00,683.00,702.00,573.00
2087,[01:58:42.459],703.00,578.00,703.00,692.00,680.00,578.00
2088,[01:58:42.499],687.00,532.00,683.00,684.00,687.00,578.00
2089,[01:58:42.539],686.00,662.00,682.00,692.00,697.00,578.00
2090,[01:58:42.579],701.00,528.00,683.00,685.00,680.00,564.00
2091,[01:58:42.619],683.00,674.00,687.00,685.00,670.00,563.00
2092,[01:58:42.659],685.00,518.00,683.00,682.00,689.00,563.00
2093,[01:58:42.699],689.00,513.00,677.00,682.00,668.00,578.00
2094,[01:58:42.739],684.00,578.00,690.00,694.00,689.00,578.00
2095,[01:58:42.780],692.00,578.00,690.00,694.00,683.00,578.00
2096,[01:58:42.819],680.00,578.00,693.00,670.00,667.00,578.00
2097,[01:58:42.860],684.00,665.00,694.00,679.00,667.00,578.00
2098,[01:58:42.900],685.00,578.00,695.00,673.00,677.00,566.00
2099,[01:58:42.940],687.00,578.00,683.00,697.00,686.00,578.00
2100,[01:58:42.980],683.00,578.00,696.00,681.00,699.00,566.00
2101,[01:58:43.020],23375,17968,28482,28473,34286,28336
2102,[01:58:43.061],49778,38435,49228,49104,48345,40072
2103,[01:58:43.100],49618,38186,45414,45189,38332,31449
2104,[01:58:43.141],2190.0,1551.0,683.00,666.00,683.00,560.00
2105,[01:58:43.181],669.00,529.00,689.00,690.00,675.00,567.00
2106,[01:58:43.221],689.00,578.00,688.00,682.00,685.00,578.00
2107,[01:58:43.261],686.00,578.00,681.00,684.00,678.00,578.00
2108,[01:58:43.301],691.00,578.00,692.00,674.00,701.00,567.00
2109,[01:58:43.341],682.00,532.00,676.00,673.00,673.00,578.00
2110,[01:58:43.381],690.00,523.00,665.00,695.00,679.00,566.00
2111,[01:58:43.421],693.00,523.00,685.00,686.00,664.00,578.00
2112,[01:58:43.461],673.00,518.00,690.00,676.00,688.00,574.00
2113,[01:58:43.501],678.00,524.00,687.00,683.00,667.00,567.00
2114,[01:58:43.542],681.00,529.00,686.00,682.00,677.00,578.00
2115,[01:58:43.582],678.00,578.00,671.00,694.00,687.00,578.00
2116,[01:58:43.622],669.00,578.00,666.00,666.00,679.00,568.00
2117,[01:58:43.662],689.00,673.00,677.00,693.00,667.00,562.00
2118,[01:58:43.703],685.00,578.00,684.00,695.00,689.00,578.00
2119,[01:58:43.743],688.00,578.00,671.00,680.00,679.00,578.00
2120,[01:58:43.782],682.00,578.00,685.00,687.00,696.00,578.00
2121,[01:58:43.822],691.00,519.00,672.00,688.00,690.00,578.00
2122,[01:58:43.863],698.00,528.00,674.00,684.00,675.00,578.00
2123,[01:58:43.903],667.00,578.00,688.00,686.00,687.00,578.00
2124,[01:58:43.943],692.00,540.00,682.00,693.00,692.00,578.00
2125,[01:58:43.983],707.00,537.00,686.00,688.00,686.00,560.00
2126,[01:58:44.023],26615,20617,31902,31957,37685,31037
2127,[01:58:44.064],49793,38240,49135,49149,48538,39919
2128,[01:58:44.103],46920,35943,40808,40757,33775,28068
2129,[01:58:44.144],674.00,670.00,670.00,668.00,699.00,578.00
2130,[01:58:44.183],679.00,520.00,698.00,690.00,694.00,558.00
2131,[01:58:44.223],698.00,533.00,682.00,685.00,676.00,573.00
2132,[01:58:44.264],681.00,519.00,675.00,688.00,690.00,578.00
2133,[01:58:44.304],678.00,525.00,686.00,688.00,692.00,564.00
2134,[01:58:44.345],686.00,526.00,681.00,675.00,659.00,558.00
2135,[01:58:44.385],679.00,578.00,686.00,673.00,689.00,554.00
2136,[01:58:44.424],706.00,578.00,680.00,695.00,678.00,566.00
2137,[01:58:44.464],684.00,578.00,697.00,677.00,689.00,578.00
2138,[01:58:44.504],664.00,514.00,672.00,675.00,687.00,578.00
2139,[01:58:44.544],687.00,667.00,685.00,676.00,669.00,559.00
2140,[01:58:44.584],688.00,578.00,679.00,674.00,682.00,578.00
2141,[01:58:44.625],695.00,654.00,690.00,679.00,690.00,557.00
2142,[01:58:44.665],692.00,578.00,689.00,682.00,687.00,578.00
2143,[01:58:44.705],700.00,578.00,685.00,685.00,686.00,568.00
2144,[01:58:44.745],682.00,519.00,708.00,692.00,675.00,578.00
2145,[01:58:44.785],686.00,527.00,682.00,675.00,686.00,578.00
2146,[01:58:44.825],694.00,578.00,686.00,678.00,677.00,578.00
2147,[01:58:44.866],696.00,528.00,679.00,684.00,665.00,571.00
2148,[01:58:44.905],703.00,578.00,690.00,694.00,689.00,578.00
2149,[01:58:44.945],682.00,523.00,671.00,704.00,681.00,554.00
2150,[01:58:44.985],686.00,578.00,688.00,676.00,681.00,578.00
2151,[01:58:45.026],29818,23115,35263,35133,40915,33809
2152,[01:58:45.066],49925,38284,49310,49242,48414,39791
2153,[01:58:45.106],44803,34325,38869,38619,31763,26273
2154,[01:58:45.146],680.00,518.00,675.00,671.00,689.00,578.00
2155,[01:58:45.186],685.00,549.00,690.00,679.00,665.00,578.00
2156,[01:58:45.226],681.00,541.00,705.00,682.00,680.00,558.00
2157,[01:58:45.267],674.00,527.00,692.00,684.00,689.00,578.00
2158,[01:58:45.306],698.00,578.00,683.00,675.00,696.00,548.00
2159,[01:58:45.347],680.00,535.00,694.00,692.00,677.00,561.00
2160,[01:58:45.387],675.00,578.00,685.00,685.00,685.00,572.00
2161,[01:58:45.427],699.00,531.00,682.00,677.00,689.00,578.00
2162,[01:58:45.467],701.00,533.00,672.00,687.00,688.00,578.00
2163,[01:58:45.507],675.00,538.00,701.00,684.00,666.00,578.00
2164,[01:58:45.548],674.00,578.00,680.00,683.00,676.00,578.00
2165,[01:58:45.587],683.00,527.00,681.00,700.00,688.00,578.00
2166,[01:58:45.627],687.00,578.00,674.00,675.00,687.00,566.00
2167,[01:58:45.667],690.00,667.00,681.00,687.00,679.00,558.00
2168,[01:58:45.708],672.00,519.00,696.00,672.00,696.00,553.00
2169,[01:58:45.748],685.00,578.00,688.00,672.00,679.00,564.00
2170,[01:58:45.788],688.00,578.00,677.00,688.00,680.00,578.00
2171,[01:58:45.828],694.00,526.00,692.00,690.00,673.00,578.00
2172,[01:58:45.868],686.00,530.00,694.00,684.00,685.00,571.00
2173,[01:58:45.908],665.00,578.00,681.00,686.00,684.00,578.00
2174,[01:58:45.948],686.00,578.00,680.00,694.00,672.00,578.00
2175,[01:58:45.988],694.00,530.00,682.00,687.00,706.00,557.00
2176,[01:58:46.029],33290,25845,38507,38578,44159,36325
2177,[01:58:46.069],49819,38315,49179,49138,48484,40024
2178,[01:58:46.109],41381,31710,35505,35547,28500,28711
2179,[01:58:46.149],693.00,521.00,684.00,694.00,692.00,559.00
2180,[01:58:46.189],674.00,578.00,695.00,683.00,685.00,578.00
2181,[01:58:46.229],678.00,578.00,683.00,679.00,673.00,550.00
2182,[01:58:46.269],685.00,524.00,679.00,676.00,688.00,555.00
2183,[01:58:46.309],688.00,667.00,673.00,686.00,697.00,568.00
2184,[01:58:46.350],685.00,516.00,695.00,673.00,685.00,578.00
2185,[01:58:46.389],692.00,578.00,674.00,677.00,682.00,564.00
2186,[01:58:46.430],682.00,578.00,691.00,683.00,682.00,559.00
2187,[01:58:46.470],675.00,520.00,664.00,677.00,691.00,578.00
2188,[01:58:46.510],680.00,529.00,674.00,671.00,671.00,578.00
2189,[01:58:46.551],701.00,578.00,678.00,672.00,685.00,569.00
2190,[01:58:46.590],685.00,578.00,683.00,688.00,686.00,578.00
2191,[01:58:46.630],678.00,578.00,688.00,690.00,682.00,561.00
2192,[01:58:46.670],684.00,578.00,681.00,680.00,699.00,558.00
2193,[01:58:46.710],670.00,578.00,693.00,688.00,697.00,578.00
2194,[01:58:46.750],686.00,578.00,665.00,688.00,690.00,563.00
2195,[01:58:46.791],677.00,578.00,689.00,686.00,684.00,578.00
2196,[01:58:46.831],692.00,516.00,694.00,683.00,669.00,558.00
2197,[01:58:46.871],685.00,578.00,690.00,697.00,680.00,578.00
2198,[01:58:46.912],688.00,578.00,673.00,700.00,688.00,561.00
2199,[01:58:46.951],690.00,578.00,686.00,684.00,694.00,578.00
2200,[01:58:46.992],684.00,529.00,694.00,681.00,693.00,578.00
2201,[01:58:47.032],36637,28400,41793,41755,47524,47597
2202,[01:58:47.071],49932,38304,49224,49130,48497,39987
2203,[01:58:47.111],38052,29183,32157,32241,25356,20964
2204,[01:58:47.151],689.00,525.00,671.00,677.00,700.00,578.00
2205,[01:58:47.192],682.00,578.00,683.00,674.00,675.00,569.00
2206,[01:58:47.232],692.00,531.00,688.00,679.00,669.00,578.00
2207,[01:58:47.272],675.00,524.00,687.00,683.00,689.00,578.00
2208,[01:58:47.312],692.00,519.00,675.00,688.00,664.00,578.00
2209,[01:58:47.352],684.00,578.00,679.00,676.00,693.00,565.00
2210,[01:58:47.392],688.00,521.00,686.00,691.00,686.00,578.00
2211,[01:58:47.432],667.00,535.00,677.00,666.00,693.00,555.00
2212,[01:58:47.472],679.00,578.00,679.00,683.00,710.00,567.00
2213,[01:58:47.512],683.00,520.00,678.00,683.00,680.00,582.00
2214,[01:58:47.553],684.00,527.00,677.00,685.00,693.00,578.00
2215,[01:58:47.593],701.00,578.00,698.00,681.00,687.00,552.00
2216,[01:58:47.633],675.00,578.00,695.00,690.00,676.00,578.00
2217,[01:58:47.673],689.00,541.00,683.00,684.00,686.00,560.00
2218,[01:58:47.713],686.00,536.00,680.00,679.00,689.00,566.00
2219,[01:58:47.753],674.00,527.00,690.00,685.00,677.00,578.00
2220,[01:58:47.794],705.00,533.00,687.00,689.00,697.00,578.00
2221,[01:58:47.833],695.00,530.00,680.00,690.00,681.00,578.00
2222,[01:58:47.873],668.00,515.00,695.00,689.00,691.00,563.00
2223,[01:58:47.913],692.00,578.00,681.00,690.00,673.00,578.00
2224,[01:58:47.954],683.00,578.00,683.00,669.00,686.00,578.00
2225,[01:58:47.994],696.00,578.00,691.00,690.00,2829.0,2294.0
2226,[01:58:48.034],39992,31114,45142,45222,48380,40098
2227,[01:58:48.074],49744,38160,49202,49236,48323,39859
2228,[01:58:48.114],34883,26621,28957,28846,22063,18308
2229,[01:58:48.154],672.00,578.00,699.00,679.00,679.00,578.00
2230,[01:58:48.195],684.00,578.00,691.00,683.00,681.00,578.00
2231,[01:58:48.234],684.00,530.00,683.00,697.00,666.00,578.00
2232,[01:58:48.275],676.00,530.00,694.00,681.00,688.00,567.00
2233,[01:58:48.315],678.00,670.00,682.00,677.00,679.00,586.00
2234,[01:58:48.355],684.00,673.00,688.00,696.00,677.00,578.00
2235,[01:58:48.395],686.00,535.00,685.00,677.00,697.00,564.00
2236,[01:58:48.435],690.00,534.00,684.00,692.00,674.00,578.00
2237,[01:58:48.475],687.00,578.00,663.00,683.00,669.00,566.00
2238,[01:58:48.516],674.00,653.00,688.00,677.00,686.00,578.00
2239,[01:58:48.555],681.00,521.00,674.00,689.00,679.00,578.00
2240,[01:58:48.595],686.00,528.00,692.00,690.00,686.00,560.00
